timestamp,message,logStreamName
1617825345500,"REPORT RequestId: 1b7b8028-ea9d-4e35-a3a0-b2738bef02bb	Duration: 121.48 ms	Billed Duration: 122 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825346516,"START RequestId: 5397e2c0-e62a-4dd8-ba72-0f56e7aeef90 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825346660,"END RequestId: 5397e2c0-e62a-4dd8-ba72-0f56e7aeef90
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825346660,"REPORT RequestId: 5397e2c0-e62a-4dd8-ba72-0f56e7aeef90	Duration: 140.36 ms	Billed Duration: 141 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825347855,"START RequestId: 1abe9d01-9837-4b49-bb46-15998c9083a8 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825348000,"END RequestId: 1abe9d01-9837-4b49-bb46-15998c9083a8
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825348000,"REPORT RequestId: 1abe9d01-9837-4b49-bb46-15998c9083a8	Duration: 141.07 ms	Billed Duration: 142 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825348270,"START RequestId: 3be3b7bf-60e7-485f-bb15-94fb4ceea762 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825348400,"END RequestId: 3be3b7bf-60e7-485f-bb15-94fb4ceea762
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825348400,"REPORT RequestId: 3be3b7bf-60e7-485f-bb15-94fb4ceea762	Duration: 126.10 ms	Billed Duration: 127 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825349502,"START RequestId: a7ecd031-4bf6-459b-a90a-0beca3146e7a Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825349640,"END RequestId: a7ecd031-4bf6-459b-a90a-0beca3146e7a
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825349640,"REPORT RequestId: a7ecd031-4bf6-459b-a90a-0beca3146e7a	Duration: 133.75 ms	Billed Duration: 134 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825351157,"START RequestId: 630789e0-5be5-49bd-8fd6-812886ddb837 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825351301,"END RequestId: 630789e0-5be5-49bd-8fd6-812886ddb837
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825351301,"REPORT RequestId: 630789e0-5be5-49bd-8fd6-812886ddb837	Duration: 140.42 ms	Billed Duration: 141 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825351826,"START RequestId: 1834081c-d802-449f-8ca3-28eed0865f69 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825351960,"END RequestId: 1834081c-d802-449f-8ca3-28eed0865f69
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825351960,"REPORT RequestId: 1834081c-d802-449f-8ca3-28eed0865f69	Duration: 131.01 ms	Billed Duration: 132 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825353037,"START RequestId: d82bf0df-937a-4df0-973c-86561ba65ca5 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825353161,"END RequestId: d82bf0df-937a-4df0-973c-86561ba65ca5
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825353161,"REPORT RequestId: d82bf0df-937a-4df0-973c-86561ba65ca5	Duration: 120.46 ms	Billed Duration: 121 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825354199,"START RequestId: 91058ba0-7081-494c-b630-32d46c26671a Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825354340,"END RequestId: 91058ba0-7081-494c-b630-32d46c26671a
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825354340,"REPORT RequestId: 91058ba0-7081-494c-b630-32d46c26671a	Duration: 134.06 ms	Billed Duration: 135 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825355017,"START RequestId: 798e3052-cdeb-488d-a1ae-cfb288fb37c2 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825355160,"END RequestId: 798e3052-cdeb-488d-a1ae-cfb288fb37c2
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825355160,"REPORT RequestId: 798e3052-cdeb-488d-a1ae-cfb288fb37c2	Duration: 141.31 ms	Billed Duration: 142 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825356347,"START RequestId: bcaa544b-752e-4d52-82f6-909dfe40699e Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825356480,"END RequestId: bcaa544b-752e-4d52-82f6-909dfe40699e
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825356480,"REPORT RequestId: bcaa544b-752e-4d52-82f6-909dfe40699e	Duration: 131.54 ms	Billed Duration: 132 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825357510,"START RequestId: ae2322df-a48a-4f96-af1e-b7c28cc363ae Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825357640,"END RequestId: ae2322df-a48a-4f96-af1e-b7c28cc363ae
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825357640,"REPORT RequestId: ae2322df-a48a-4f96-af1e-b7c28cc363ae	Duration: 126.97 ms	Billed Duration: 127 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825358489,"START RequestId: 48dbef69-6976-4123-a3b6-1d3a7871d610 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825358620,"END RequestId: 48dbef69-6976-4123-a3b6-1d3a7871d610
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825358620,"REPORT RequestId: 48dbef69-6976-4123-a3b6-1d3a7871d610	Duration: 128.27 ms	Billed Duration: 129 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825360113,"START RequestId: 5243dcac-8bf4-4086-ba36-fe710a5dfdff Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825360240,"END RequestId: 5243dcac-8bf4-4086-ba36-fe710a5dfdff
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825360240,"REPORT RequestId: 5243dcac-8bf4-4086-ba36-fe710a5dfdff	Duration: 125.15 ms	Billed Duration: 126 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825360683,"START RequestId: 9bc5732d-b86b-453c-8afa-2e19ee72ed70 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825360820,"END RequestId: 9bc5732d-b86b-453c-8afa-2e19ee72ed70
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825360820,"REPORT RequestId: 9bc5732d-b86b-453c-8afa-2e19ee72ed70	Duration: 135.92 ms	Billed Duration: 136 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825361972,"START RequestId: 3a47670d-b981-4155-ac14-d016ac7085e4 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825362100,"END RequestId: 3a47670d-b981-4155-ac14-d016ac7085e4
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825362100,"REPORT RequestId: 3a47670d-b981-4155-ac14-d016ac7085e4	Duration: 125.34 ms	Billed Duration: 126 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825363648,"START RequestId: 93a14b02-74fb-4fea-9e02-8f522606c6c6 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825363780,"END RequestId: 93a14b02-74fb-4fea-9e02-8f522606c6c6
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825363780,"REPORT RequestId: 93a14b02-74fb-4fea-9e02-8f522606c6c6	Duration: 130.00 ms	Billed Duration: 130 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825364412,"START RequestId: 6638cac1-be1a-4f86-a898-0bbc01c27953 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825364540,"END RequestId: 6638cac1-be1a-4f86-a898-0bbc01c27953
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825364540,"REPORT RequestId: 6638cac1-be1a-4f86-a898-0bbc01c27953	Duration: 125.77 ms	Billed Duration: 126 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825365340,"START RequestId: 3b497b2a-efba-4e8a-b3ce-da478ebaeb11 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825365480,"END RequestId: 3b497b2a-efba-4e8a-b3ce-da478ebaeb11
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825365480,"REPORT RequestId: 3b497b2a-efba-4e8a-b3ce-da478ebaeb11	Duration: 138.40 ms	Billed Duration: 139 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825366464,"START RequestId: c1146fef-b1f9-4dfe-b54a-75024e7d00f5 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825366600,"END RequestId: c1146fef-b1f9-4dfe-b54a-75024e7d00f5
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825366600,"REPORT RequestId: c1146fef-b1f9-4dfe-b54a-75024e7d00f5	Duration: 131.60 ms	Billed Duration: 132 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825368088,"START RequestId: 90c7af32-d402-4e55-88b8-25a70328389f Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825368360,"END RequestId: 90c7af32-d402-4e55-88b8-25a70328389f
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825368360,"REPORT RequestId: 90c7af32-d402-4e55-88b8-25a70328389f	Duration: 270.24 ms	Billed Duration: 271 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825368817,"START RequestId: f52cb6a8-80a6-4335-92bd-889878047c00 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825368960,"END RequestId: f52cb6a8-80a6-4335-92bd-889878047c00
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825368960,"REPORT RequestId: f52cb6a8-80a6-4335-92bd-889878047c00	Duration: 141.59 ms	Billed Duration: 142 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825370016,"START RequestId: af6fe3ff-045a-417d-8831-d308e84e54f5 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825370160,"END RequestId: af6fe3ff-045a-417d-8831-d308e84e54f5
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825370160,"REPORT RequestId: af6fe3ff-045a-417d-8831-d308e84e54f5	Duration: 138.73 ms	Billed Duration: 139 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825371413,"START RequestId: 7ed216c0-b579-4604-8bfc-f62f659adc44 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825371520,"END RequestId: 7ed216c0-b579-4604-8bfc-f62f659adc44
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825371520,"REPORT RequestId: 7ed216c0-b579-4604-8bfc-f62f659adc44	Duration: 106.12 ms	Billed Duration: 107 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825372831,"START RequestId: 0d3ce201-e435-48bb-be7a-98dd50c54c9e Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825372960,"END RequestId: 0d3ce201-e435-48bb-be7a-98dd50c54c9e
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825372960,"REPORT RequestId: 0d3ce201-e435-48bb-be7a-98dd50c54c9e	Duration: 126.74 ms	Billed Duration: 127 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825373909,"START RequestId: 67193802-1485-40a0-a134-9db0ff39c815 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825374041,"END RequestId: 67193802-1485-40a0-a134-9db0ff39c815
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825374041,"REPORT RequestId: 67193802-1485-40a0-a134-9db0ff39c815	Duration: 128.38 ms	Billed Duration: 129 ms	Memory Size: 128 MB	Max Memory Used: 85 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825375081,"START RequestId: a1c5897b-5eca-4138-a8f4-18d0f29bfaf1 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825375220,"END RequestId: a1c5897b-5eca-4138-a8f4-18d0f29bfaf1
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825375220,"REPORT RequestId: a1c5897b-5eca-4138-a8f4-18d0f29bfaf1	Duration: 137.42 ms	Billed Duration: 138 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825376290,"START RequestId: 54cb0823-7041-474e-8f90-2a42b422a021 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825376401,"END RequestId: 54cb0823-7041-474e-8f90-2a42b422a021
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825376401,"REPORT RequestId: 54cb0823-7041-474e-8f90-2a42b422a021	Duration: 109.23 ms	Billed Duration: 110 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825376703,"START RequestId: 6383f007-5f58-4aa6-afb4-76b96d66b76a Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825376840,"END RequestId: 6383f007-5f58-4aa6-afb4-76b96d66b76a
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825376840,"REPORT RequestId: 6383f007-5f58-4aa6-afb4-76b96d66b76a	Duration: 132.47 ms	Billed Duration: 133 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825377994,"START RequestId: ecd5b8c5-5bc4-4099-a578-3182de88a364 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825378120,"END RequestId: ecd5b8c5-5bc4-4099-a578-3182de88a364
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825378120,"REPORT RequestId: ecd5b8c5-5bc4-4099-a578-3182de88a364	Duration: 122.69 ms	Billed Duration: 123 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825379073,"START RequestId: 89a6560f-652e-41c2-af02-b9fadc54ec67 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825379200,"END RequestId: 89a6560f-652e-41c2-af02-b9fadc54ec67
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825379200,"REPORT RequestId: 89a6560f-652e-41c2-af02-b9fadc54ec67	Duration: 123.69 ms	Billed Duration: 124 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825380880,"START RequestId: d04f2a13-7c42-4cac-847a-4ef9d08813e6 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825381020,"END RequestId: d04f2a13-7c42-4cac-847a-4ef9d08813e6
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825381020,"REPORT RequestId: d04f2a13-7c42-4cac-847a-4ef9d08813e6	Duration: 136.43 ms	Billed Duration: 137 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825381833,"START RequestId: 4414d560-fc97-42df-87cb-5abf61d2c54e Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825381980,"END RequestId: 4414d560-fc97-42df-87cb-5abf61d2c54e
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825381980,"REPORT RequestId: 4414d560-fc97-42df-87cb-5abf61d2c54e	Duration: 144.59 ms	Billed Duration: 145 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825383109,"START RequestId: 63c295ca-f5bb-47c7-9026-30b778b1e25e Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825383221,"END RequestId: 63c295ca-f5bb-47c7-9026-30b778b1e25e
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825383221,"REPORT RequestId: 63c295ca-f5bb-47c7-9026-30b778b1e25e	Duration: 109.51 ms	Billed Duration: 110 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825384236,"START RequestId: 146bc20b-d09b-4b0c-b57b-004991061630 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825384380,"END RequestId: 146bc20b-d09b-4b0c-b57b-004991061630
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825384380,"REPORT RequestId: 146bc20b-d09b-4b0c-b57b-004991061630	Duration: 139.39 ms	Billed Duration: 140 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825384852,"START RequestId: 40eca133-1bbd-4023-9aea-3ce4a8293a42 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825385000,"END RequestId: 40eca133-1bbd-4023-9aea-3ce4a8293a42
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825385000,"REPORT RequestId: 40eca133-1bbd-4023-9aea-3ce4a8293a42	Duration: 144.53 ms	Billed Duration: 145 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825386589,"START RequestId: e5325581-6f52-487c-91fc-672034aeccc8 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825386740,"END RequestId: e5325581-6f52-487c-91fc-672034aeccc8
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825386740,"REPORT RequestId: e5325581-6f52-487c-91fc-672034aeccc8	Duration: 149.45 ms	Billed Duration: 150 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825387730,"START RequestId: d28905c2-0f92-48d1-b42e-4eef13df86df Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825387860,"END RequestId: d28905c2-0f92-48d1-b42e-4eef13df86df
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825387860,"REPORT RequestId: d28905c2-0f92-48d1-b42e-4eef13df86df	Duration: 128.12 ms	Billed Duration: 129 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825388191,"START RequestId: 30a078ce-8a22-4d5c-a9b9-0b1578aac121 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825388320,"END RequestId: 30a078ce-8a22-4d5c-a9b9-0b1578aac121
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825388320,"REPORT RequestId: 30a078ce-8a22-4d5c-a9b9-0b1578aac121	Duration: 122.62 ms	Billed Duration: 123 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825389911,"START RequestId: d80e9774-7d39-42b1-966d-9247f8b8dd60 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825390040,"END RequestId: d80e9774-7d39-42b1-966d-9247f8b8dd60
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825390040,"REPORT RequestId: d80e9774-7d39-42b1-966d-9247f8b8dd60	Duration: 127.36 ms	Billed Duration: 128 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825391023,"START RequestId: 26d336f1-71c8-405a-8fc3-bba4484c89ba Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825391160,"END RequestId: 26d336f1-71c8-405a-8fc3-bba4484c89ba
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825391160,"REPORT RequestId: 26d336f1-71c8-405a-8fc3-bba4484c89ba	Duration: 132.21 ms	Billed Duration: 133 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825392231,"START RequestId: f0dbec46-4f8e-4d36-a1ae-b2af0638b2d4 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825392360,"END RequestId: f0dbec46-4f8e-4d36-a1ae-b2af0638b2d4
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825392360,"REPORT RequestId: f0dbec46-4f8e-4d36-a1ae-b2af0638b2d4	Duration: 127.98 ms	Billed Duration: 128 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825392930,"START RequestId: adcd9426-c77e-4c57-8a8f-5f346e811687 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825393060,"END RequestId: adcd9426-c77e-4c57-8a8f-5f346e811687
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825393060,"REPORT RequestId: adcd9426-c77e-4c57-8a8f-5f346e811687	Duration: 128.20 ms	Billed Duration: 129 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825393975,"START RequestId: 3e656b84-b326-4e35-8a91-8dd89b2b7f12 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825394121,"END RequestId: 3e656b84-b326-4e35-8a91-8dd89b2b7f12
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825394121,"REPORT RequestId: 3e656b84-b326-4e35-8a91-8dd89b2b7f12	Duration: 141.74 ms	Billed Duration: 142 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825395565,"START RequestId: 01afbb11-d653-49ce-a674-b33e23649c53 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825395700,"END RequestId: 01afbb11-d653-49ce-a674-b33e23649c53
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825395700,"REPORT RequestId: 01afbb11-d653-49ce-a674-b33e23649c53	Duration: 132.13 ms	Billed Duration: 133 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825396742,"START RequestId: ca55a069-433e-497c-bf5f-10b7e1bc3021 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825396881,"END RequestId: ca55a069-433e-497c-bf5f-10b7e1bc3021
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825396881,"REPORT RequestId: ca55a069-433e-497c-bf5f-10b7e1bc3021	Duration: 131.64 ms	Billed Duration: 132 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825397960,"START RequestId: b17c0789-074b-4a70-afaa-85e36933d2d0 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825398101,"END RequestId: b17c0789-074b-4a70-afaa-85e36933d2d0
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825398101,"REPORT RequestId: b17c0789-074b-4a70-afaa-85e36933d2d0	Duration: 138.10 ms	Billed Duration: 139 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
1617825398551,"START RequestId: e8809a99-d465-400e-a8c4-d26c84c57b86 Version: $LATEST
",2021/04/07/[$LATEST]dba7d29268ee4fb09e9c869701ef4a84
